"Lemma","POS","Freq"
"rumor","NN",25270
"distraction","NNS",25250
"curry","NN",25230
"summary","NNS",25211
"lie","VBN",25162
"race","VBD",25135
"waterfall","NN",25079
"object","VBD",25057
"dessert","NNS",25052
"palm","NNS",25025
"collapse","VBG",25016
"witch","NNS",24990
"trust","VBD",24971
"parasite","NN",24971
"meet","NN",24961
"roll","VBZ",24901
"wave","VBD",24893
"ride","VBP",24879
"drill","VBN",24868
"bench","NNS",24858
"jump","VBZ",24835
"tip","VB",24830
"squeeze","NN",24812
"extremism","NN",24801
"chick","NN",24794
"plug-in","NN",24769
"network","VBN",24738
"upset","VBG",24727
"rock","VB",24722
"kick","NNS",24706
"jump","NNS",24703
"grievance","NN",24703
"venture","VB",24692
"map","VBG",24656
"delusion","NN",24637
"annoyance","NN",24579
"average","NNS",24540
"shoot","VBP",24537
"fair","JJR",24510
"tackle","VBN",24501
"bully","NN",24484
"double","VBG",24461
"fail","NN",24372
"meltdown","NN",24367
"average","VBD",24355
"compound","JJ",24299
"scandal","NNS",24266
"dive","VBG",24260
"complex","NNS",24258
"blow","VBZ",24208
"bias","NNS",24193
"heresy","NN",24185
"necessity","NNS",24170
"campaign","VBG",24118
"ad","FW",24103
"swap","VBG",24087
"alert","NNS",24070
"risk","VBG",24011
"troll","NN",24008
"fraternity","NN",23977
"perfume","NN",23961
"shoot","VBZ",23960
"ADHD","NN",23936
"fair","NNS",23909
"wait","VBZ",23902
"banquet","NN",23881
"hoax","NN",23836
"collapse","VBN",23828
"drill","NNS",23827
"philosophy","NNS",23797
"worry","VBZ",23769
"store","VBP",23766
"water","VB",23745
"load","VBD",23727
"democracy","NNS",23717
"slogan","NNS",23704
"sub","NNS",23680
"disconnect","VBN",23677
"remedy","VB",23650
"hex","NN",23618
"sprint","NN",23605
"slaughter","VBN",23581
"crane","NN",23569
"compound","VBN",23550
"star","JJ",23541
"low","NNS",23524
"plague","VBN",23500
"auction","NNS",23476
"slip","VBN",23457
"bully","VBN",23442
"screen","VBG",23422
"exchange","VBG",23417
"tour","VBD",23395
"magnet","NNS",23392
"motor","VBG",23335
"shortcut","NN",23324
"kiss","VBG",23324
"kiss","VBZ",23291
"murder","VBG",23229
"telescope","NNS",23226
"prophecy","NNS",23217
"cage","NNS",23204
"hack","VBN",23161
"jump","VBP",23147
"crash","VB",23122
"tornado","NN",23085
"bridge","VB",23048
"delight","NNS",23030
"promoter","NNS",23023
"spoiler","NN",23017
"attack","VBZ",22996
"relic","NNS",22986
"memoir","NNS",22969
"pitch","VB",22959
"expedition","NNS",22930
"boil","VBN",22871
"sweep","VBG",22853
"frustration","NNS",22840
"contest","VBN",22821
"grievance","NNS",22820
"farce","NN",22779
"hook","VB",22761
"test","VBP",22714
"scrap","VBN",22714
"perch","VBN",22659
"concern","VB",22650
"color","JJ",22560
"outfit","NNS",22503
"rule","VBG",22458
"workout","NNS",22378
"bar","VBG",22356
"twist","VBN",22354
"debacle","NN",22282
"rate","VB",22247
"fear","VBZ",22245
"handle","NNS",22215
"tour","VB",22085
"farm","VBG",22085
"name","VBP",22066
"photograph","VB",22023
"scam","NNS",21981
"caveat","NN",21974
"bleed","VB",21920
"fiddle","NN",21822
"retail","NN",21813
"reform","VBG",21788
"nap","NN",21762
"punishment","NNS",21738
"tag","VBG",21709
"mark","VBP",21703
"target","VBZ",21658
"introduction","NNS",21630
"wipe","VBG",21597
"Sunday","NN",21568
"round","VBG",21552
"pillow","NNS",21551
"excess","NNS",21539
"screen","VB",21531
"scrap","VB",21520
"outing","NNS",21474
"project","VBZ",21464
"holocaust","NN",21445
"demo","NNS",21445
"vote","VBP",21430
"sweep","VB",21411
"guide","VBD",21392
"boil","VBZ",21348
"handset","NNS",21343
"leap","VBD",21324
"slap","NN",21183
"hurricane","NNS",21144
"pipeline","NNS",21143
"jump","VBN",21080
"encounter","VBZ",21077
"pyramid","NNS",21056
"knob","NN",21056
"justice","NNS",20929
"necklace","NN",20916
"calendar","NNS",20895
"dive","VB",20892
"twist","VBG",20891
"fishery","NN",20846
"tragedy","NNS",20831
"ending","NNS",20830
"prostitute","NN",20822
"nest","VBN",20819
"vacation","NNS",20805
"split","VBG",20739
"double","NNS",20699
"grab","VBZ",20594
"panic","VB",20586
"deflation","NN",20547
"photograph","VBG",20528
"guide","VBZ",20510
"space","VBN",20500
"attack","VBP",20490
"study","VBZ",20488
"mandate","NNS",20484
"breakfast","NNS",20475
"shortcut","NNS",20470
"upgrade","JJ",20468
"hack","VBG",20441
"grab","NN",20423
"RPG","NP",20410
"quake","NN",20392
"risk","VBP",20369
"limit","VBP",20364
"cookbook","NN",20362
"wake","VBZ",20346
"iceberg","NN",20328
"ruling","NNS",20309
"protest","VBD",20300
"force","VBP",20292
"rag","NN",20269
"clutter","NN",20260
"misconception","NNS",20258
"exercise","VBP",20231
"hack","VB",20211
"jihad","NN",20156
"hike","NNS",20111
"leap","NNS",20096
"gamble","NN",20090
"accelerator","NN",20062
"troll","NNS",20055
"comet","NNS",20015
"superstition","NN",20000
"tattoo","NNS",19966
"breach","VBN",19943
"tweak","VBG",19937
"track","VBP",19918
"monopoly","NNS",19896
"flare","NN",19818
"misconception","NN",19815
"park","VBD",19804
"burn","VBZ",19796
"dance","VBD",19749
"concern","VBD",19745
"comedy","NNS",19738
"pin","VBN",19726
"scrap","NNS",19724
"double","VBZ",19689
"compromise","NNS",19683
"controversy","NNS",19640
"desert","NNS",19639
"crawl","VB",19614
"step","VBP",19602
"dispute","VBN",19546
"game","JJR",19539
"squeeze","VBG",19493
"upset","NN",19490
"spin","VBN",19474
"mess","VBN",19435
"intrigue","NN",19418
"cruise","VBZ",19390
"distortion","NNS",19382
"age","VBD",19376
"crackdown","NN",19345
"jam","NNS",19313
"rift","NN",19292
"lobster","NN",19246
"omission","NNS",19243
"scooter","NN",19232
"code","VB",19230
"setback","NN",19195
"raffle","NN",19188
"ground","VB",19144
"dump","VBD",19108
"experiment","VB",19096
"service","VBG",19057
"award","VBG",19005
"backlog","NN",18985
"wickedness","NN",18957
"question","VBZ",18947
"portal","NNS",18908
"dispute","VB",18862
"triangle","NNS",18861
"meme","NN",18838
"favour","VB",18824
"chocolate","NNS",18786
"retreat","VB",18780
"derby","NN",18743
"chase","VBN",18694
"understatement","NN",18688
"bruise","VBN",18683
"filmmaker","NP",18676
"defeat","NNS",18651
"binge","NN",18595
"wipe","VBD",18593
"hack","NNS",18548
"encounter","VBG",18548
"catalogue","NNS",18544
"SUV","NP",18528
"dive","VBD",18525
"test","VBZ",18491
"slump","NN",18467
"traitor","NN",18451
"award","VBZ",18438
"phone","VB",18430
"target","VBP",18429
"mural","NN",18416
"exchange","VBD",18375
"boost","VBN",18364
"root","VBG",18327
"desire","VBZ",18319
"hand","RB",18312
"wake","VBN",18252
"star","VBD",18247
"ridge","NNS",18230
"launch","NNS",18217
"bomb","VBN",18205
"age","VBZ",18171
"rule","VBZ",18138
"queue","VBG",18120
"type","VBP",18108
"acronym","NN",18105
"mall","NNS",18054
"upheaval","NN",18018
"junction","NNS",18008
"dictionary","NNS",17971
"hedge","NNS",17952
"document","VBZ",17949
"resort","VBG",17938
"date","VBD",17913
"pitch","VBN",17904
"workstation","NN",17897
"review","VBP",17896
"ploy","NN",17882
"perch","NN",17864
"ribbon","NNS",17801
"throat","NNS",17742
"cure","NNS",17734
"bully","NNS",17727
"block","VBZ",17717
"hook","VBD",17709
"scramble","VBG",17708
"grab","NNS",17708
"trade","VBD",17706
"tip","VBD",17703
"contract","VBD",17676
"release","VBP",17637
"parachute","NN",17623
"craving","NN",17596
"trap","VBG",17595
"park","VBG",17576
"fight","VBZ",17567
"delight","VB",17540
"root","VB",17532
"contract","VBG",17507
"pitch","VBD",17482
"conduit","NN",17478
"capsule","NNS",17476
"cap","VBN",17469
"chase","VBD",17463
"tape","VBN",17447
"ulcer","NNS",17445
"circle","VBG",17444
"dilemma","NNS",17443
"hammer","VBN",17432
"ill","NNS",17409
"birthday","NNS",17374
"bridge","VBG",17366
"lib","NN",17363
"meet","NNS",17323
"brief","NNS",17321
"payoff","NN",17302
"team","VBN",17298
"tackle","NNS",17248
"fund","VBD",17195
"tax","VB",17185
"spreadsheet","NNS",17179
"network","VBG",17177
"cartel","NN",17174
"crawl","NN",17169
"tweak","VB",17164
"leap","VBG",17151
"ramp","NNS",17144
"survey","VBD",17134
"escape","VBZ",17053
"provocation","NN",17048
"murder","VB",17002
"skeleton","NNS",16951
"garrison","NN",16951
"sitcom","NN",16895
"loophole","NNS",16872
"makeover","NN",16852
"delusion","NNS",16843
"fundamentalism","NN",16842
"racist","NNS",16834
"spill","VBN",16803
"choke","VBG",16783
"rally","VB",16755
"crack","VBD",16752
"vortex","NN",16730
"gimmick","NN",16692
"misunderstanding","NNS",16670
"battle","VBD",16669
"site","VBN",16657
"conference","VBG",16654
"chair","VBZ",16643
"lobby","VB",16635
"tweak","NNS",16602
"battle","VB",16567
"tip","VBN",16562
"format","VBN",16547
"mod","JJ",16512
"PPP","NP",16510
"skyline","NN",16458
"sleep","VBN",16449
"slip","VBP",16419
"date","VBP",16382
"cult","NNS",16369
"cleanse","VB",16354
"orgasm","NN",16353
"waterfall","NNS",16343
"musical","NNS",16334
"sequence","VBG",16309
"pivot","NN",16303
"loophole","NN",16298
"funeral","NNS",16296
"hand","VBZ",16268
"cure","VBG",16228
"pedal","NNS",16219
"linkage","NNS",16143
"crab","NNS",16118
"moron","NN",16059
"spoiler","NNS",16052
"blast","VBG",16001
"man","VB",15980
"pavement","NNS",15970
"powerhouse","NN",15951
"round","VBD",15925
"board","VBD",15857
"design","VBZ",15811
"favour","NNS",15799
"leak","VB",15789
"rate","VBD",15759
"scare","VBD",15751
"insult","VB",15751
"giveaway","NN",15748
"cruiser","NN",15728
"parade","NNS",15714
"name","VBZ",15701
"troll","VBG",15665
"steroid","NN",15607
"moron","NNS",15585
"install","VBZ",15572
"picture","VB",15559
"contest","VB",15555
"mound","NNS",15550
"sauce","NNS",15530
"stack","VB",15520
"wipe","VBZ",15515
"briefing","NNS",15512
"piss","NN",15509
"shock","VBD",15475
"herring","NN",15446
"idolatry","NN",15410
"riff","NN",15396
"ass","NNS",15388
"earmark","VBN",15387
"content","VB",15380
"rally","VBD",15344
"pile","VBN",15326
"joke","VBD",15319
"wig","NN",15306
"relic","NN",15269
"fixation","NN",15254
"spill","VBG",15251
"cover-up","NN",15240
"alert","VBN",15234
"screwdriver","NN",15177
"bruise","NNS",15177
"pile","VBG",15163
"bubble","VBG",15146
"spin","VBD",15131
"chair","VBD",15131
"drill","VBG",15113
"film","VBD",15108
"setback","NNS",15087
"team","VBD",15069
"age","VBP",15069
"intersection","NNS",15045
"flash","VB",15043
"showdown","NN",15042
"wrap","VBZ",15035
"ritual","JJ",15012
"hangover","NN",14995
"relapse","NN",14969
"rant","VBG",14965
"hug","NNS",14955
"spill","NNS",14954
"rug","NNS",14942
"glitch","NN",14897
"breakthrough","NNS",14890
"mercenary","NNS",14881
"leap","VB",14863
"twist","VB",14859
"swap","VBN",14843
"default","VB",14824
"desire","VB",14812
"survey","VB",14760
"upgrade","VBD",14744
"round","RB",14736
"farm","VBN",14720
"word","VBN",14692
"climb","VBN",14655
"rally","VBG",14635
"bash","NN",14622
"calamity","NN",14611
"project","VBP",14609
"whore","NN",14594
"flood","VB",14589
"categorical","JJ",14571
"survey","VBG",14561
"venture","VBD",14560
"strike","VBP",14559
"centre","VBP",14547
"storm","VBD",14544
"invasion","NNS",14541
"blast","NNS",14506
"mine","VBN",14488
"bump","VB",14479
"suit","VBD",14461
"program","VB",14451
"crash","VBN",14431
"metric","NN",14416
"limit","VBD",14413
"wardrobe","NNS",14412
"earth","VB",14402
"breakout","NN",14398
"power","VBG",14357
"rag","NNS",14341
"race","VB",14340
"pandemic","NN",14329
"centre","VBZ",14324
"track","VBD",14313
"side-effect","NNS",14311
"escape","NNS",14307
"flag","VBN",14298
"kill","NNS",14289
"chocolate","JJ",14274
"cryptic","JJ",14248
"issue","VBZ",14184
"typo","NN",14163
"film","VB",14104
"brief","VBN",14103
"flare","NNS",14090
"bonfire","NN",14085
"bar","VB",14070
"spin","VBZ",14064
"migraine","NN",14055
"crane","NNS",14050
"profile","JJ",14045
"workstation","NNS",14043
"insult","VBG",14029
"bomb","VB",14004
"flash","VBD",13999
"table","VBN",13997
"inversion","NN",13995
"chant","NN",13976
"rave","NN",13933
"insult","VBN",13926
"contract","VB",13892
"blast","VBD",13891
"tag","VB",13877
"stack","VBG",13859
"swap","NNS",13843
"retreat","VBD",13839
"traitor","NNS",13838
"party","VBG",13811
"store","VBZ",13799
"swan","NN",13798
"grab","VBN",13792
"chain","VBN",13769
"water","VBN",13763
"tornado","NNS",13746
"scare","VBZ",13740
"thread","VBN",13736
"bond","VBN",13732
"chip","VBN",13728
"curse","VBG",13712
"singularity","NN",13667
"field","VB",13657
"hose","NNS",13611
"coalition","NNS",13599
"riddle","VBN",13587
"chilli","NN",13570
"breach","VBG",13536
"retreat","VBG",13532
"license","VBG",13529
"disruption","NNS",13522
"boycott","VB",13517
"chant","NNS",13516
"programme","VBZ",13502
"bible","JJ",13496
"sin","VB",13493
"web","VB",13486
"dance","VBN",13484
"sign","VBZ",13469
"spectacle","NNS",13435
"reception","NNS",13403
"compiler","NNS",13392
"split","NNS",13387
"tofu","NN",13380
"search","VBZ",13370
"payout","NN",13355
"bailout","NNS",13342
"load","VBZ",13341
"shock","VB",13339
"hammer","NNS",13337
"process","VBP",13335
"retreat","NNS",13304
"phone","VBG",13303
"slap","VB",13302
"breach","VB",13291
"FPS","NP",13287
"launcher","NN",13282
"encore","NN",13274
"shit","VBN",13259
"mural","NNS",13259
"line","VBP",13226
"wreck","VBN",13218
"download","VBP",13206
"war","VB",13200
"bump","VBG",13191
"stunt","NNS",13167
"wrap","NNS",13163
"spill","VBD",13110
"excuse","VBN",13075
"beauty","NNS",13067
"breakup","NN",13065
"clamp","NN",13026
"typeface","NN",13014
"vice","NNS",13007
"bun","NN",12997
"factor","VB",12977
"spill","VB",12976
"school","VB",12969
"brand","VBD",12959
"bot","NN",12957
"gamble","VBG",12912
"blackout","NN",12872
"tackle","VBZ",12860
"type","VBD",12859
"leak","VBD",12844
"murder","VBD",12843
"campaign","VBN",12831
"homecoming","NN",12830
"glitch","NNS",12827
"bar","VBZ",12820
"hug","VBD",12812
"vigil","NN",12811
"pedal","JJ",12771
"hypocrite","NN",12766
"drought","NNS",12744
"target","VBD",12734
"abomination","NN",12732
"mismatch","NN",12708
"withdrawal","NNS",12706
"map","VBP",12697
"trade","VBP",12676
"water","VBG",12642
"craving","NNS",12639
"machine","VBG",12635
"local","NN",12632
"riff","NNS",12614
"conundrum","NN",12599
"star","VB",12591
"ambush","NN",12571
"average","VBN",12549
"rush","VBP",12537
"brunch","NN",12536
"power","VBD",12525
"cramp","NNS",12494
"desire","VBG",12491
"balance","VBZ",12476
"iron","NNS",12455
"fort","NNS",12454
"trick","VB",12433
"choke","NN",12429
"detour","NN",12426
"camp","VB",12378
"color","VB",12376
"blower","NN",12368
"cartel","NNS",12358
"deck","VBG",12346
"double","NN",12336
"trip","VBG",12333
"pile","VBD",12329
"team","VBG",12316
"snag","NN",12309
"rake","NN",12304
"favour","VBZ",12277
"rock","VBD",12274
"fiddle","VBG",12272
"stream","VB",12258
"torch","NNS",12241
"ride","VBZ",12240
"divorce","VB",12231
"cruiser","NNS",12231
"license","VB",12229
"chart","VBG",12213
"boil","VBD",12204
"yacht","NNS",12178
"slap","VBD",12158
"function","VBZ",12157
"shopper","NN",12153
"blockbuster","NN",12153
"research","VBD",12150
"programme","VBP",12148
"flap","NNS",12142
"research","NNS",12136
"crash","VBZ",12132
"hypocrite","NNS",12130
"reorganisation","NN",12120
"blister","VBG",12101
"piss","VB",12072
"risk","VBD",12059
"crawl","VBD",12034
"grab","VBP",12030
"chart","VBZ",12024
"man","VBZ",12023
"muse","NN",12021
"birdie","NN",12021
"monthly","RB",12013
"squeeze","VBD",11993
"bush","JJ",11979
"bun","NNS",11963
"blast","VB",11909
"board","VB",11865
"turkey","NNS",11859
"conflict","VBN",11858
"sport","VBZ",11841
"garden","VBG",11814
"scramble","NN",11805
"rate","VBP",11789
"favour","VBP",11786
"programme","VBG",11768
"diet","VBG",11762
"axiom","NNS",11735
"split","VBZ",11713
"ab","NP",11706
"introspection","NN",11690
"theft","NNS",11683
"house","VBD",11677
"trap","VB",11676
"clean","VBZ",11652
"bashing","NN",11621
"string","VBN",11600
"bot","NNS",11588
"cap","VB",11569
"choke","VB",11565
"concussion","NN",11564
"wobbly","JJ",11549
"knob","NNS",11548
"bash","VBG",11538
"centre","VBD",11532
"breakdown","NNS",11530
"anger","VBN",11517
"venture","VBG",11505
"collapse","NNS",11502
"call","JJ",11497
"hammer","VB",11476
"recession","NNS",11472
"chart","VB",11466
"rant","NNS",11460
"favour","VBD",11456
"lexicon","NN",11454
"corner","JJ",11454
"upset","VBD",11442
"conflict","VB",11436
"caveat","NNS",11418
"factor","VBN",11412
"mess","VBD",11402
"object","VBG",11396
"object","VBN",11384
"resort","VBN",11341
"expansion","NNS",11331
"book","VBP",11324
"cycle","VB",11313
"bang","VB",11271
"handshake","NN",11253
"ship","VBD",11252
"rate","VBG",11251
"but","NN",11251
"puddle","NN",11242
"exercise","VBD",11225
"pothole","NNS",11215
"rush","VBZ",11209
"console","VB",11184
"experiment","VBN",11178
"weekly","RB",11159
"disappointment","NNS",11158
"alert","VBG",11152
"tweak","VBN",11136
"fail","NNS",11136
"deluge","NN",11132
"flood","VBD",11112
"woo","VB",11110
"centre","VB",11104
"team","VB",11095
"monsoon","NN",11093
"hubris","NN",11066
"haven","NNS",11065
"multinational","NNS",11062
"axiom","NN",11048
"typo","NNS",11045
"curse","VBN",11043
"feast","NNS",11040
"bar","IN",11040
"mast","NNS",11027
"web","NNS",11017
"conspiracy","NNS",11009
"project","VBD",10998
"ulcer","NN",10976
"shenanigan","NNS",10964
"storm","VBG",10961
"fraud","NNS",10933
"war","VBG",10925
"pile","VB",10909
"crowd","VBG",10906
"blister","NNS",10881
"request","VBZ",10876
"wildfire","NN",10865
"bump","VBD",10855
"summit","NNS",10827
"board","VBN",10818
"document","VBD",10792
"peak","VBN",10777
"cold","NNS",10775
"misuse","VBN",10755
"wedge","NNS",10745
"swan","NNS",10743
"hug","VBG",10743
"cold","JJS",10732
"collapse","VBZ",10730
"driving","JJ",10721
"scooter","NNS",10655
"shambles","NN",10651
"scramble","VBD",10645
"wave","VB",10615
"mine","VBG",10605
"hike","VB",10594
"bump","VBN",10580
"hamburger","NN",10568
"cap","VBG",10565
"picture","VBD",10535
"rumor","VBN",10532
"enigma","NN",10532
"bigot","NNS",10508
"deck","VBN",10500
"by-election","NN",10499
"man","VBG",10486
"moustache","NN",10475
"curse","NNS",10442
"gift","VBN",10420
"raid","VBD",10396
"slug","NN",10371
"sin","VBN",10371
"alert","VBD",10367
"wreck","VBG",10361
"dawn","VBD",10355
"teaser","NN",10348
"hammer","VBG",10318
"bust","VBN",10311
"band","VBG",10310
"referendum","NNS",10306
"pander","VBG",10306
"defeat","VBZ",10302
"loop","VBG",10299
"site","VBG",10271
"blunder","NN",10271
"mistake","VB",10254
"fool","VBG",10241
"bash","VB",10237
"catfish","NN",10219
"alert","VBZ",10214
"slug","NNS",10209
"jam","VBN",10207
"hook","VBG",10189
"bust","VBG",10157
"photograph","VBD",10154
"hunch","NN",10154
"stereotype","VBG",10148
"blog","VB",10121
"curse","VBD",10105
"injunction","NNS",10093
"sleep","NNS",10049
"conglomerate","NN",10048
"risk","VBZ",10040
"prank","NN",10039
"bastion","NN",10017
"scare","VBG",10008
"tape","VB",10003
"riddle","NN",9990
"cleanse","VBN",9990
"streak","NNS",9988
"fest","NN",9988
"color","VBG",9987
"hug","VB",9985
"paradox","NNS",9976
"map","VBZ",9976
"piss","VBG",9975
"confrontation","NNS",9974
"debate","VBD",9962
"retrograde","JJ",9953
"license","VBD",9948
"eye","VBG",9929
"scrap","VBG",9922
"bitch","NNS",9879
"reveal","NN",9856
"surprise","VBG",9853
"denial","NNS",9850
"devaluation","NN",9842
"extravaganza","NN",9836
"iron","VB",9834
"boost","VBZ",9820
"screen","VBD",9796
"trust","VBZ",9784
"rule","VBP",9754
"cleanse","VBG",9750
"hijacker","NNS",9748
"firewall","NNS",9745
"trail","VBD",9731
"slap","VBN",9710
"flap","VBG",9705
"thriller","NNS",9698
"robbery","NNS",9698
"bomb","VBG",9688
"rigging","NN",9650
"con","JJ",9648
"casserole","NN",9639
"DSP","NP",9637
"stoppage","NN",9622
"roundabout","NNS",9617
"dream","VBZ",9604
"dive","NNS",9595
"chase","JJ",9594
"thunderstorm","NNS",9586
"divorce","VBD",9586
"theorem","NNS",9585
"tackle","VBD",9579
"newsgroup","NN",9572
"in-law","NNS",9547
"mandate","VB",9544
"picture","VBZ",9532
"roundabout","JJ",9493
"thunderstorm","NN",9474
"patch","VB",9473
"campaign","VB",9469
"ballpark","NN",9462
"man","VBN",9426
"tackle","VBP",9421
"surprise","VBZ",9398
"wreck","VB",9390
"remedy","VBN",9381
"swap","VBD",9364
"curse","VB",9335
"clamp","VBG",9329
"dump","NNS",9328
"cookbook","NNS",9318
"flick","VBG",9307
"blizzard","NN",9293
"piece","VB",9278
"camp","VBD",9221
"bomb","VBD",9211
"NDA","NP",9208
"service","VBZ",9206
"shop","VBP",9181
"money","NNS",9155
"catastrophe","NNS",9148
"peak","VBG",9127
"choke","VBN",9123
"spanner","NN",9117
"trick","VBN",9115
"phone","VBP",9098
"bigot","NN",9096
"function","VBD",9090
"queue","VB",9086
"tome","NN",9080
"toast","VBN",9072
"panel","VBN",9066
"refutation","NN",9056
"pin","VBG",9051
"crunch","VBG",9049
"hood","NNS",9040
"APC","NP",9038
"prize","VBN",9037
"cap","VBD",9034
"tightening","NN",9013
"budget","VBN",9009
"pump","VBD",9006
"raid","VBN",9002
"venture","VBN",8983
"delight","VBZ",8980
"dispute","VBG",8976
"contagion","NN",8955
"star","VBN",8953
"flash","VBP",8910
"orb","NN",8899
"contest","VBG",8897
"plaster","VBN",8883
"sentence","VBD",8878
"purge","VB",8872
"wig","NNS",8869
"mandate","VBZ",8866
"clamp","VBZ",8864
"fit","JJS",8848
"coincidence","NNS",8848
"cloud","VB",8846
"DVR","NP",8841
"gimmick","NNS",8835
"rumble","VBG",8833
"flash","VBN",8830
"refinancing","NN",8802
"format","VB",8801
"soundtrack","NNS",8761
"poll","VBN",8759
"protest","VBN",8748
"model","JJ",8748
"shit","VB",8747
"lobby","NNS",8714
"mercenary","JJ",8692
"rollercoaster","NN",8671
"circle","VBD",8664
"bully","VB",8655
"favour","VBG",8651
"band","VBN",8635
"January","NN",8632
"delight","VBD",8630
"clean-up","JJ",8628
"phone","VBN",8620
"rock","VBN",8619
"sitter","NN",8608
"disorder","VBN",8591
"debugger","NN",8591
"chip","VBG",8574
"flick","NNS",8556
"fallacy","NNS",8551
"necklace","NNS",8535
"fiction","NNS",8530
"rake","VBG",8529
"biennial","JJ",8526
"ruse","NN",8503
"patch","VBN",8492
"workhouse","NN",8462
"superstition","NNS",8435
"thread","VBG",8425
"set","JJ",8406
"shit","VBD",8396
"predisposition","NN",8391
"migraine","NNS",8390
"femme","NN",8381
"peak","VBD",8373
"string","VB",8366
"fag","NN",8363
"campaign","VBD",8347
"rumble","NN",8323
"evil","RB",8306
"hedge","VB",8301
"clamp","VBN",8300
"boom","NNS",8300
"ass","RB",8296
"front","RB",8294
"model","VBD",8291
"catalogue","VBG",8279
"class","VB",8273
"boost","VBD",8272
"aquarium","NNS",8272
"prick","NN",8268
"purge","NN",8257
"summation","NN",8255
"whack","NN",8247
"flash","VBZ",8239
"church","VB",8233
"design","VBP",8228
"rave","VBG",8224
"flare","VBN",8219
"email","VBP",8216
"catch-up","NN",8177
"AO","NP",8173
"ground","VBG",8172
"checklist","NNS",8155
"payout","NNS",8148
"field","VBG",8146
"package","VB",8127
"MMO","NP",8111
"slaughter","VBG",8103
"group","VBG",8101
"blockbuster","JJ",8099
"blast","VBN",8082
"eye","VBD",8070
"clamp","VB",8066
"sweep","NNS",8063
"gamble","VB",8057
"cauldron","NN",8056
"experiment","VBD",8048
"charger","NNS",8037
"giveaway","NNS",8020
"breach","VBD",8005
"twist","VBD",8004
"wheel","VBN",8001
"mine","VB",7999
"race","VBN",7995
"wreck","VBD",7963
"drill","VBD",7960
"chart","VBP",7959
"park","VBP",7951
"hook","VBZ",7947
"wildfire","NNS",7928
"school","VBN",7918
"bust","VB",7912
"patch","VBG",7897
"turn","RB",7892
"wreck","NNS",7847
"feedback","NNS",7835
"slap","VBG",7826
"joke","VBZ",7821
"acronym","NNS",7815
"rip-off","NN",7810
"farm","VB",7808
"ramp","VB",7796
"plague","NNS",7786
"stopper","NN",7783
"misfortune","NNS",7770
"tour","VBN",7769
"ADHD","JJ",7747
"picture","VBP",7710
"birdie","NNS",7709
"FS","NP",7698
"rant","VB",7696
"curation","NN",7659
"jolt","NN",7657
"depression","NNS",7648
"blunder","NNS",7637
"typeface","NNS",7625
"sandwich","VBN",7618
"issue","VBP",7599
"sell-out","NN",7592
"staircase","NNS",7582
"launcher","NNS",7581
"wipe","NN",7578
"puddle","NNS",7574
"jam","VB",7573
"headline","VBG",7559
"fart","NN",7559
"iron","VBG",7547
"Sunday","NPS",7531
"peak","VB",7531
"purge","VBN",7525
"gridlock","NN",7520
"surprise","JJ",7518
"mistake","VBG",7514
"mandate","VBG",7510
"slaughter","VB",7508
"kiss","VBN",7494
"tattoo","VBN",7493
"corner","VBG",7491
"survey","VBZ",7482
"front","VBN",7478
"group","VB",7472
"hyperlink","NN",7471
"nationalisation","NN",7461
"blocker","NNS",7461
"tantrum","NNS",7456
"crossword","NN",7455
"toy","VBG",7441
"ADHD","NP",7435
"terror","NNS",7431
"power","VBZ",7425
"house","VBP",7418
"cycle","VBN",7403
"ship","VBP",7394
"front","VBG",7384
"perfume","NNS",7382
"occasion","VBN",7377
"sampler","NN",7362
"chair","VB",7361
"fund","VBP",7355
"henchman","NNS",7337
"sprint","VBG",7335
"dog","VBZ",7329
"sweep","VBZ",7317
"interrogation","NNS",7314
"resort","VBD",7295
"water","VBD",7284
"club","VBG",7280
"divorce","NNS",7271
"tantrum","NN",7269
"twist","VBP",7267
"blister","NN",7248
"honour","VBG",7246
"triathlon","NN",7245
"camp","VBN",7229
"mapping","NNS",7199
"boycott","NNS",7193
"pandemic","JJ",7187
"bug","VBG",7184
"clash","VBG",7180
"pepper","VBN",7169
"clean","JJS",7161
"scare","NNS",7152
"bank","VBG",7144
"tag","VBD",7143
"epic","NNS",7139
"winter","VBG",7109
"average","VBZ",7108
"meatball","NNS",7097
"battle","VBZ",7091
"panic","VBN",7079
"headline","VBN",7072
"final","NN",7070
"lobby","VBD",7057
"tweak","NN",7055
"fund","VBZ",7047
"bag","VBN",7047
"battle","VBP",7044
"blow","VBP",7043
"trip","VBN",7038
"fanzine","NN",7030
"hand","VBP",7029
"feast","VBG",7023
"boycott","VBG",7023
"traditionalist","NNS",7015
"conflict","VBG",7015
"pudding","NNS",7011
"bitch","VBG",7007
"shootout","NN",7004
"saw","NNS",6997
"slump","VBD",6994
"trip","VB",6978
"choke","VBD",6975
"vote","VBZ",6968
"flick","VBD",6961
"flag","VB",6958
"hack","JJ",6952
"resort","VBP",6949
"shipwreck","NN",6932
"page","VBG",6927
"sprint","NNS",6920
"pedal","VB",6919
"chair","VBG",6918
"pitch","VBP",6902
"auction","VBN",6897
"spin","NNS",6881
"machine","VBN",6880
"stream","VBN",6874
"orb","NNS",6865
"oxymoron","NN",6864
"herring","NNS",6861
"joke","VB",6850
"aggregator","NN",6840
